scenario	human_gene_name	mouse_component	human_component	pharmacology_component	penalty_component	scenario_score	scenario_rank	top10	median_rank_all_scenarios	rank_range_all_scenarios	top10_frequency_all_scenarios
omit_human	EMP1	36.75728514517308	0.0	1.5	0.0	38.25728514517308	27	False	47.0	12-85	0.0
omit_human	IGFBP3	32.63227153147795	0.0	5.406377223361061	0.0	38.03864875483901	28	False	39.0	15-77	0.0
omit_human	TNNC1	34.20368750243199	0.0	15.5	12.0	37.70368750243199	29	False	37.0	27-81	0.0
omit_human	RPS19	37.57389850068292	0.0	12.094933055499755	12.0	37.66883155618268	30	False	31.0	23-57	0.0
omit_human	ACTB	39.10567123443498	0.0	10.5	12.0	37.60567123443498	31	False	24.0	17-31	0.0
omit_human	VCAN	35.20374769348478	0.0	2.3590800757292816	0.0	37.56282776921406	32	False	29.0	4-70	0.05263157894736842
omit_human	RPS12	37.88715533242373	0.0	11.5	12.0	37.38715533242373	33	False	33.0	25-51	0.0
omit_human	RPL13A	37.7420342590863	0.0	11.54878454081838	12.0	37.290818799904685	34	False	35.0	28-59	0.0
omit_human	RPL13	37.65958605429243	0.0	11.542132103434056	12.0	37.20171815772649	35	False	34.0	27-58	0.0
omit_human	ELOB	35.013920989460004	0.0	4.035479666049731	2.0	37.049400655509736	36	False	67.0	36-88	0.0
omit_human	NR2F2	33.6508020525784	0.0	7.32903282806769	4.0	36.97983488064609	37	False	61.0	37-78	0.0
omit_human	SEPTIN7	33.680231888547844	0.0	3.2323917978489045	0.0	36.91262368639675	38	False	64.0	38-93	0.0
omit_human	ZNF703	35.32426596378708	0.0	1.5	0.0	36.82426596378708	39	False	71.0	38-96	0.0
omit_human	EEF1A1	38.10046553330683	0.0	10.5	12.0	36.60046553330683	40	False	27.0	21-40	0.0
omit_human	DYNC1H1	34.92318662951692	0.0	3.0	2.0	35.92318662951692	41	False	72.0	41-91	0.0
omit_human	COL1A2	38.386077584488724	0.0	11.5	14.0	35.886077584488724	42	False	20.0	13-42	0.0
omit_human	ACTG1	37.639664767812874	0.0	10.5	13.0	35.139664767812874	43	False	38.0	30-61	0.0
omit_human	COL1A1	38.43757856171216	0.0	11.5	15.0	34.93757856171216	44	False	22.0	12-44	0.0
omit_human	TGFBR1	36.916774402522904	0.0	18.0	20.0	34.916774402522904	45	False	69.0	26-97	0.0
omit_human	ACTC1	36.37650537938125	0.0	10.5	12.0	34.87650537938125	46	False	25.0	20-46	0.0
omit_human	THBS4	36.216896649547394	0.0	2.6136912421525555	4.0	34.83058789169995	47	False	42.0	10-68	0.05263157894736842
omit_human	NRBP1	34.820767800850454	0.0	2.0	2.0	34.820767800850454	48	False	77.0	48-95	0.0
omit_human	CRYAB	36.75006911126382	0.0	10.0	12.0	34.75006911126382	49	False	32.0	24-49	0.0
omit_human	ACTA1	36.95945351433853	0.0	9.768616573857674	12.0	34.728070088196205	50	False	36.0	29-50	0.0
omit_human	DMAP1	33.27431220026157	0.0	3.06208941558703	2.0	34.3364016158486	51	False	74.0	51-92	0.0
omit_human	DCN	36.76487280797725	0.0	1.5	4.0	34.26487280797725	52	False	52.0	13-76	0.0
omit_human	APOE	39.37365229505947	0.0	10.5	16.0	33.87365229505947	53	False	53.0	32-76	0.0
omit_human	GNG11	33.7889901713773	0.0	0.04434958256216422	0.0	33.83333975393946	54	False	76.0	32-97	0.0
omit_human	NELFB	32.772981709053944	0.0	3.031044707793515	2.0	33.80402641684746	55	False	60.0	29-83	0.0
omit_human	IGFBP4	38.61181952565766	0.0	4.984913797696352	10.0	33.59673332335401	56	False	51.0	40-66	0.0
omit_human	C1QA	38.95967826083008	0.0	4.5	10.0	33.45967826083008	57	False	48.0	28-65	0.0
omit_human	FLNC	36.34879388844653	0.0	9.0	12.0	33.34879388844653	58	False	49.0	41-67	0.0
omit_human	TMSB4X	37.96694556211271	0.0	5.289444744397804	10.0	33.25639030651052	59	False	46.0	31-59	0.0
omit_human	NPPA	38.80541503902978	0.0	6.432515092347316	12.0	33.2379301313771	60	False	28.0	11-60	0.0
omit_human	CILP	36.32020344733499	0.0	0.9039923245587804	4.0	33.22419577189377	61	False	66.0	21-82	0.0
omit_human	DES	37.64552808154198	0.0	7.5	12.0	33.14552808154198	62	False	43.0	35-62	0.0
omit_human	HSPB1	36.554304508452994	0.0	8.575507004710767	12.0	33.12981151316376	63	False	65.0	50-77	0.0
omit_human	TTN	34.59682832373414	0.0	10.5	12.0	33.09682832373414	64	False	45.0	39-73	0.0
omit_human	CYRIA	32.500018606556004	0.0	0.0	0.0	32.500018606556004	65	False	68.0	16-94	0.0
omit_human	TPM1	35.35677897104673	0.0	9.0	12.0	32.35677897104673	66	False	40.0	34-66	0.0
omit_human	TIMP2	38.947803119879836	0.0	4.176224986734419	11.0	32.124028106614254	67	False	59.0	44-74	0.0
omit_human	MYBPC3	36.26427856240813	0.0	7.5	12.0	31.76427856240813	68	False	50.0	42-68	0.0
omit_human	ACTN2	34.49492910548819	0.0	9.0	12.0	31.49492910548819	69	False	70.0	55-83	0.0
omit_human	ITGB1	36.93772440390659	0.0	9.5	15.0	31.437724403906593	70	False	86.0	63-92	0.0
omit_human	PSAP	38.39131070917246	0.0	3.0	10.0	31.39131070917246	71	False	62.0	33-75	0.0
omit_human	LDB3	34.222869361419846	0.0	9.0	12.0	31.222869361419846	72	False	57.0	43-74	0.0
omit_human	SLC6A6	34.809477934037815	0.0	8.336859220772505	12.0	31.14633715481032	73	False	87.0	73-89	0.0
omit_human	CSRP3	36.69185122056544	0.0	6.0	12.0	30.69185122056544	74	False	58.0	44-74	0.0
omit_human	ANKRD1	37.97316663317157	0.0	4.569697831738097	12.0	30.54286446490967	75	False	44.0	22-75	0.0
omit_human	HSPB7	36.68943150639182	0.0	5.571356912631749	12.0	30.26078841902357	76	False	73.0	58-78	0.0
omit_human	ACTA2	38.58170232617402	0.0	0.5327271857367166	10.0	29.114429511910735	77	False	63.0	14-77	0.0
omit_human	TGFBR2	36.07726659414027	0.0	5.5	13.0	28.57726659414027	78	False	89.0	73-90	0.0
omit_human	THBS2	39.19078493827794	0.0	2.9527802188472454	14.0	28.143565157125188	79	False	81.0	59-90	0.0
omit_human	CKB	35.948771564452755	0.0	3.837823325377173	12.0	27.786594889829928	80	False	94.0	80-96	0.0
omit_human	MYOZ2	33.77845174270693	0.0	6.0	12.0	27.778451742706928	81	False	80.0	66-82	0.0
omit_human	SORBS2	36.01349892974574	0.0	3.599731083004312	12.0	27.61323001275005	82	False	85.0	72-87	0.0
omit_human	LOX	38.07302453560941	0.0	8.849266211611926	20.0	26.92229074722134	83	False	90.0	46-93	0.0
omit_human	SPARC	38.24742147071093	0.0	2.523339371447697	14.0	26.77076084215863	84	False	55.0	20-84	0.0
omit_human	MB	33.77651474837653	0.0	4.893273398342892	12.0	26.66978814671942	85	False	75.0	61-85	0.0
omit_human	XIRP2	37.38143858478706	0.0	0.8874035921687083	12.0	26.268842176955772	86	False	92.0	84-95	0.0
omit_human	FBLN2	37.76392910916151	0.0	2.192970070235607	14.0	25.95689917939712	87	False	82.0	60-87	0.0
omit_human	FBLN1	37.87291719664806	0.0	1.4041392900611847	14.0	25.27705648670924	88	False	83.0	63-88	0.0
omit_human	AEBP1	38.975107108703796	0.0	0.23383179127724157	14.0	25.208938899981035	89	False	79.0	46-89	0.0
omit_human	SMPX	36.29998001828528	0.0	0.8531882898651648	12.0	25.15316830815045	90	False	91.0	79-91	0.0
omit_human	CASQ2	34.2084394804805	0.0	2.252475699396435	12.0	24.460915179876935	91	False	88.0	75-91	0.0
omit_human	FSTL1	37.508004569500194	0.0	0.9503446510206115	14.0	24.45834922052081	92	False	84.0	62-92	0.0
omit_human	BGN	38.18319495707481	0.0	0.0	14.0	24.18319495707481	93	False	78.0	43-93	0.0
omit_human	CRIP2	34.992932603418204	0.0	0.12417883117405981	12.0	23.11711143459226	94	False	93.0	82-94	0.0
omit_human	POSTN	29.198280858968932	0.0	5.736954296236388	16.0	18.93523515520532	95	False	95.0	81-96	0.0
omit_human	MYL6	37.519953341715635	0.0	0.10643899814919411	20.0	17.62639233986483	96	False	96.0	69-96	0.0
omit_human	CTHRC1	36.54058653315989	0.0	1.0672444664800795	20.0	17.607830999639965	97	False	97.0	87-97	0.0
omit_pharmacology	IGFBP7	37.830678240975146	13.82823358850675	0.0	0.0	51.658911829481895	1	True	19.0	1-52	0.05263157894736842
omit_pharmacology	CD74	38.246395779255145	13.172477316397735	0.0	0.0	51.418873095652884	2	True	2.0	1-10	1.0
omit_pharmacology	COL6A1	37.35714096737006	14.456331422118977	0.0	4.0	47.813472389489036	3	True	1.0	1-7	1.0
omit_pharmacology	VCAN	35.20374769348478	12.490362809156908	0.0	0.0	47.694110502641685	4	True	29.0	4-70	0.05263157894736842
omit_pharmacology	COL6A2	37.11388253125003	13.689627215818795	0.0	4.0	46.80350974706882	5	True	3.0	2-8	1.0
omit_pharmacology	MT-ND4	33.74725470251237	14.432252380628745	0.0	3.0	45.17950708314112	6	True	11.0	6-16	0.3157894736842105
omit_pharmacology	TNFRSF12A	35.364703672593905	9.5119761840276	0.0	0.0	44.87667985662151	7	True	9.0	5-18	0.9473684210526315
omit_pharmacology	TGM2	35.355903759158416	9.19366322876041	0.0	0.0	44.54956698791882	8	True	26.0	8-67	0.05263157894736842
omit_pharmacology	MT-ND5	33.84099040956678	13.465192743525977	0.0	3.0	44.30618315309275	9	True	13.0	9-19	0.05263157894736842
omit_pharmacology	THBS4	36.216896649547394	11.749075475472202	0.0	4.0	43.9659721250196	10	True	42.0	10-68	0.05263157894736842
omit_pharmacology	NPPA	38.80541503902978	17.121553207727636	0.0	12.0	43.92696824675742	11	False	28.0	11-60	0.0
omit_pharmacology	EMP1	36.75728514517308	6.852693510445908	0.0	0.0	43.60997865561899	12	False	47.0	12-85	0.0
omit_pharmacology	DCN	36.76487280797725	10.422086219062658	0.0	4.0	43.186959027039904	13	False	52.0	13-76	0.0
omit_pharmacology	ACTA2	38.58170232617402	13.887258970111866	0.0	10.0	42.46896129628588	14	False	63.0	14-77	0.0
omit_pharmacology	IGFBP3	32.63227153147795	9.700164786228802	0.0	0.0	42.33243631770675	15	False	39.0	15-77	0.0
omit_pharmacology	CYRIA	32.500018606556004	9.831978226934167	0.0	0.0	42.33199683349017	16	False	68.0	16-94	0.0
omit_pharmacology	COL1A2	38.386077584488724	17.702592250895666	0.0	14.0	42.088669835384394	17	False	20.0	13-42	0.0
omit_pharmacology	LY6E	35.32799135935423	6.465482680695467	0.0	0.0	41.793474040049695	18	False	23.0	18-62	0.0
omit_pharmacology	ACTB	39.10567123443498	14.497904961382762	0.0	12.0	41.60357619581774	19	False	24.0	17-31	0.0
omit_pharmacology	SPARC	38.24742147071093	17.289446726017196	0.0	14.0	41.53686819672813	20	False	55.0	20-84	0.0
omit_pharmacology	CILP	36.32020344733499	9.121550915992344	0.0	4.0	41.441754363327334	21	False	66.0	21-82	0.0
omit_pharmacology	ANKRD1	37.97316663317157	15.395017672303869	0.0	12.0	41.36818430547544	22	False	44.0	22-75	0.0
omit_pharmacology	LOXL2	34.71505115627345	6.6080543202634505	0.0	0.0	41.323105476536895	23	False	12.0	7-33	0.15789473684210525
omit_pharmacology	COL1A1	38.43757856171216	17.850843348253335	0.0	15.0	41.28842190996549	24	False	22.0	12-44	0.0
omit_pharmacology	STK10	33.7289289245147	7.451709332195413	0.0	0.0	41.18063825671011	25	False	41.0	25-80	0.0
omit_pharmacology	FN1	38.42100883309308	16.67872935562358	0.0	14.0	41.099738188716664	26	False	4.0	1-26	0.9473684210526315
omit_pharmacology	VIM	37.77622878697581	12.916839943006185	0.0	10.0	40.69306872998199	27	False	14.0	11-27	0.0
omit_pharmacology	C1QA	38.95967826083008	11.647832717063926	0.0	10.0	40.60751097789401	28	False	48.0	28-65	0.0
omit_pharmacology	NELFB	32.772981709053944	9.599153166513767	0.0	2.0	40.37213487556771	29	False	60.0	29-83	0.0
omit_pharmacology	ACTC1	36.37650537938125	15.93822436445517	0.0	12.0	40.31472974383642	30	False	25.0	20-46	0.0
omit_pharmacology	TMSB4X	37.96694556211271	12.306359635633541	0.0	10.0	40.273305197746254	31	False	46.0	31-59	0.0
omit_pharmacology	GNG11	33.7889901713773	6.393834076025538	0.0	0.0	40.182824247402834	32	False	76.0	32-97	0.0
omit_pharmacology	PSAP	38.39131070917246	11.699219453483678	0.0	10.0	40.09053016265614	33	False	62.0	33-75	0.0
omit_pharmacology	COL18A1	37.59280026623878	12.49594820317738	0.0	10.0	40.08874846941616	34	False	6.0	5-34	0.9473684210526315
omit_pharmacology	SNX3	34.89219551682361	5.187695907707295	0.0	0.0	40.079891424530906	35	False	56.0	26-90	0.0
omit_pharmacology	EEF1A1	38.10046553330683	13.87244563850331	0.0	12.0	39.97291117181014	36	False	27.0	21-40	0.0
omit_pharmacology	COL3A1	38.30561679246617	16.60946893010749	0.0	15.0	39.91508572257366	37	False	8.0	3-37	0.7894736842105263
omit_pharmacology	ZNF703	35.32426596378708	4.465184227092011	0.0	0.0	39.78945019087909	38	False	71.0	38-96	0.0
omit_pharmacology	CRYAB	36.75006911126382	15.023283821162615	0.0	12.0	39.773352932426434	39	False	32.0	24-49	0.0
omit_pharmacology	IGFBP4	38.61181952565766	11.119737853720371	0.0	10.0	39.73155737937803	40	False	51.0	40-66	0.0
omit_pharmacology	SEPTIN7	33.680231888547844	6.018407513330097	0.0	0.0	39.69863940187794	41	False	64.0	38-93	0.0
omit_pharmacology	ITGA1	32.96101071902872	6.727289782040006	0.0	0.0	39.688300501068724	42	False	30.0	21-71	0.0
omit_pharmacology	BGN	38.18319495707481	15.476927607202171	0.0	14.0	39.66012256427698	43	False	78.0	43-93	0.0
omit_pharmacology	TIMP2	38.947803119879836	11.612017321940527	0.0	11.0	39.559820441820364	44	False	59.0	44-74	0.0
omit_pharmacology	ACTA1	36.95945351433853	14.568816265911257	0.0	12.0	39.528269780249786	45	False	36.0	29-50	0.0
omit_pharmacology	AEBP1	38.975107108703796	14.349653117989407	0.0	14.0	39.3247602266932	46	False	79.0	46-89	0.0
omit_pharmacology	CSF1	35.68213445869026	4.630174891277472	0.0	1.0	39.31230934996773	47	False	16.0	9-47	0.05263157894736842
omit_pharmacology	DES	37.64552808154198	13.219260379846258	0.0	12.0	38.864788461388244	48	False	43.0	35-62	0.0
omit_pharmacology	ELOB	35.013920989460004	5.292453496238932	0.0	2.0	38.30637448569894	49	False	67.0	36-88	0.0
omit_pharmacology	DYNC1H1	34.92318662951692	5.362987845287527	0.0	2.0	38.28617447480445	50	False	72.0	41-91	0.0
omit_pharmacology	RPS12	37.88715533242373	12.337127663905807	0.0	12.0	38.224282996329535	51	False	33.0	25-51	0.0
omit_pharmacology	NRBP1	34.820767800850454	5.386905291297036	0.0	2.0	38.20767309214749	52	False	77.0	48-95	0.0
omit_pharmacology	COL5A1	38.09648599864171	13.999295393280267	0.0	14.0	38.095781391921975	53	False	7.0	4-53	0.8947368421052632
omit_pharmacology	TPM1	35.35677897104673	14.631472785196948	0.0	12.0	37.98825175624368	54	False	40.0	34-66	0.0
omit_pharmacology	DMAP1	33.27431220026157	6.613317906387088	0.0	2.0	37.88763010664866	55	False	74.0	51-92	0.0
omit_pharmacology	CSRP3	36.69185122056544	13.180763025527773	0.0	12.0	37.872614246093214	56	False	58.0	44-74	0.0
omit_pharmacology	RPS19	37.57389850068292	12.223513278972364	0.0	12.0	37.797411779655285	57	False	31.0	23-57	0.0
omit_pharmacology	RPL13	37.65958605429243	12.127447864391174	0.0	12.0	37.787033918683605	58	False	34.0	27-58	0.0
omit_pharmacology	RPL13A	37.7420342590863	12.023355649844657	0.0	12.0	37.765389908930956	59	False	35.0	28-59	0.0
omit_pharmacology	MYBPC3	36.26427856240813	13.309644958837541	0.0	12.0	37.573923521245675	60	False	50.0	42-68	0.0
omit_pharmacology	ACTG1	37.639664767812874	12.800326695385776	0.0	13.0	37.43999146319865	61	False	38.0	30-61	0.0
omit_pharmacology	FSTL1	37.508004569500194	13.775023681378507	0.0	14.0	37.2830282508787	62	False	84.0	62-92	0.0
omit_pharmacology	FBLN1	37.87291719664806	13.000630576935329	0.0	14.0	36.87354777358339	63	False	83.0	63-88	0.0
omit_pharmacology	MYH7	37.141655837024786	14.728942737573128	0.0	15.0	36.87059857459791	64	False	5.0	2-64	0.9473684210526315
omit_pharmacology	FBLN2	37.76392910916151	12.921602662326848	0.0	14.0	36.68553177148836	65	False	82.0	60-87	0.0
omit_pharmacology	ENG	34.80176886679815	9.750365912639621	0.0	8.0	36.55213477943777	66	False	15.0	12-66	0.0
omit_pharmacology	FLNC	36.34879388844653	11.726612774717704	0.0	12.0	36.07540666316423	67	False	49.0	41-67	0.0
omit_pharmacology	THBS2	39.19078493827794	10.807426677741965	0.0	14.0	35.99821161601991	68	False	81.0	59-90	0.0
omit_pharmacology	TNNT2	35.64486586272267	14.215148314176075	0.0	14.0	35.860014176898744	69	False	10.0	6-69	0.631578947368421
omit_pharmacology	NR2F2	33.6508020525784	6.160607763568144	0.0	4.0	35.81140981614654	70	False	61.0	37-78	0.0
omit_pharmacology	MB	33.77651474837653	14.008568164983352	0.0	12.0	35.78508291335988	71	False	75.0	61-85	0.0
omit_pharmacology	HSPB7	36.68943150639182	10.705689178958828	0.0	12.0	35.39512068535065	72	False	73.0	58-78	0.0
omit_pharmacology	TTN	34.59682832373414	12.646794657582872	0.0	12.0	35.24362298131701	73	False	45.0	39-73	0.0
omit_pharmacology	LDB3	34.222869361419846	12.653802299058448	0.0	12.0	34.876671660478294	74	False	57.0	43-74	0.0
omit_pharmacology	CASQ2	34.2084394804805	12.400284238389922	0.0	12.0	34.60872371887042	75	False	88.0	75-91	0.0
omit_pharmacology	APOE	39.37365229505947	10.716602113925003	0.0	16.0	34.09025440898448	76	False	53.0	32-76	0.0
omit_pharmacology	HSPB1	36.554304508452994	9.4951289302995	0.0	12.0	34.049433438752494	77	False	65.0	50-77	0.0
omit_pharmacology	SORBS2	36.01349892974574	9.942743305107754	0.0	12.0	33.95624223485349	78	False	85.0	72-87	0.0
omit_pharmacology	SMPX	36.29998001828528	9.54839073443462	0.0	12.0	33.8483707527199	79	False	91.0	79-91	0.0
omit_pharmacology	MYOZ2	33.77845174270693	11.740953443310246	0.0	12.0	33.519405186017174	80	False	80.0	66-82	0.0
omit_pharmacology	TNNC1	34.20368750243199	11.21007677752237	0.0	12.0	33.413764279954364	81	False	37.0	27-81	0.0
omit_pharmacology	CRIP2	34.992932603418204	9.962888272068437	0.0	12.0	32.95582087548664	82	False	93.0	82-94	0.0
omit_pharmacology	ACTN2	34.49492910548819	9.946633729165892	0.0	12.0	32.44156283465408	83	False	70.0	55-83	0.0
omit_pharmacology	XIRP2	37.38143858478706	6.978885873872303	0.0	12.0	32.36032445865936	84	False	92.0	84-95	0.0
omit_pharmacology	CXCL12	37.58499380577856	12.345751958441584	0.0	18.0	31.93074576422014	85	False	17.0	9-85	0.05263157894736842
omit_pharmacology	TGFBR2	36.07726659414027	7.810770907147257	0.0	13.0	30.888037501287528	86	False	89.0	73-90	0.0
omit_pharmacology	MYL6	37.519953341715635	12.799369007893063	0.0	20.0	30.319322349608697	87	False	96.0	69-96	0.0
omit_pharmacology	IL1B	31.410083711419297	0.6115359844727385	0.0	3.0	29.021619695892035	88	False	18.0	6-88	0.05263157894736842
omit_pharmacology	SLC6A6	34.809477934037815	5.906400145258589	0.0	12.0	28.715878079296402	89	False	87.0	73-89	0.0
omit_pharmacology	TGFB1	35.12623295523657	7.304502126233318	0.0	14.0	28.430735081469884	90	False	21.0	14-90	0.0
omit_pharmacology	CKB	35.948771564452755	4.339635126645433	0.0	12.0	28.28840669109819	91	False	94.0	80-96	0.0
omit_pharmacology	ITGB1	36.93772440390659	5.943079944022225	0.0	15.0	27.880804347928816	92	False	86.0	63-92	0.0
omit_pharmacology	LOX	38.07302453560941	8.216561043764852	0.0	20.0	26.28958557937426	93	False	90.0	46-93	0.0
omit_pharmacology	POSTN	29.198280858968932	11.603832214193016	0.0	16.0	24.802113073161948	94	False	95.0	81-96	0.0
omit_pharmacology	CCR2	33.771147530522995	0.810687524793558	0.0	10.0	24.581835055316553	95	False	54.0	20-95	0.0
omit_pharmacology	CTHRC1	36.54058653315989	7.47156519857569	0.0	20.0	24.012151731735578	96	False	97.0	87-97	0.0
omit_pharmacology	TGFBR1	36.916774402522904	6.688833916422389	0.0	20.0	23.605608318945293	97	False	69.0	26-97	0.0
omit_penalty	FN1	38.42100883309308	16.67872935562358	30.0	0.0	85.09973818871666	1	True	4.0	1-26	0.9473684210526315
omit_penalty	MYH7	37.141655837024786	14.728942737573128	30.0	0.0	81.87059857459792	2	True	5.0	2-64	0.9473684210526315
omit_penalty	COL3A1	38.30561679246617	16.60946893010749	24.0	0.0	78.91508572257365	3	True	8.0	3-37	0.7894736842105263
omit_penalty	COL5A1	38.09648599864171	13.999295393280267	26.412247207510944	0.0	78.50802859943292	4	True	7.0	4-53	0.8947368421052632
omit_penalty	COL18A1	37.59280026623878	12.49594820317738	25.813443833940156	0.0	75.90219230335632	5	True	6.0	5-34	0.9473684210526315
omit_penalty	TNNT2	35.64486586272267	14.215148314176075	26.0	0.0	75.86001417689874	6	True	10.0	6-69	0.631578947368421
omit_penalty	COL6A1	37.35714096737006	14.456331422118977	24.0	0.0	75.81347238948904	7	True	1.0	1-7	1.0
omit_penalty	COL6A2	37.11388253125003	13.689627215818795	24.49645966091785	0.0	75.29996940798668	8	True	3.0	2-8	1.0
omit_penalty	CXCL12	37.58499380577856	12.345751958441584	23.00647066125395	0.0	72.93721642547409	9	True	17.0	9-85	0.05263157894736842
omit_penalty	CD74	38.246395779255145	13.172477316397735	20.0	0.0	71.41887309565288	10	True	2.0	1-10	1.0
omit_penalty	VIM	37.77622878697581	12.916839943006185	18.870442863965017	0.0	69.563511593947	11	False	14.0	11-27	0.0
omit_penalty	COL1A1	38.43757856171216	17.850843348253335	11.5	0.0	67.78842190996549	12	False	22.0	12-44	0.0
omit_penalty	COL1A2	38.386077584488724	17.702592250895666	11.5	0.0	67.5886698353844	13	False	20.0	13-42	0.0
omit_penalty	TGFB1	35.12623295523657	7.304502126233318	25.01240803954329	0.0	67.44314312101318	14	False	21.0	14-90	0.0
omit_penalty	ENG	34.80176886679815	9.750365912639621	20.888693907032213	0.0	65.44082868646998	15	False	15.0	12-66	0.0
omit_penalty	MT-ND4	33.74725470251237	14.432252380628745	16.651204014595372	0.0	64.8307110977365	16	False	11.0	6-16	0.3157894736842105
omit_penalty	ACTB	39.10567123443498	14.497904961382762	10.5	0.0	64.10357619581774	17	False	24.0	17-31	0.0
omit_penalty	TNFRSF12A	35.364703672593905	9.5119761840276	18.669937898515077	0.0	63.54661775513658	18	False	9.0	5-18	0.9473684210526315
omit_penalty	MT-ND5	33.84099040956678	13.465192743525977	15.647967533414494	0.0	62.95415068650725	19	False	13.0	9-19	0.05263157894736842
omit_penalty	ACTC1	36.37650537938125	15.93822436445517	10.5	0.0	62.81472974383642	20	False	25.0	20-46	0.0
omit_penalty	EEF1A1	38.10046553330683	13.87244563850331	10.5	0.0	62.47291117181014	21	False	27.0	21-40	0.0
omit_penalty	NPPA	38.80541503902978	17.121553207727636	6.432515092347316	0.0	62.359483339104735	22	False	28.0	11-60	0.0
omit_penalty	RPS19	37.57389850068292	12.223513278972364	12.094933055499755	0.0	61.89234483515504	23	False	31.0	23-57	0.0
omit_penalty	CRYAB	36.75006911126382	15.023283821162615	10.0	0.0	61.773352932426434	24	False	32.0	24-49	0.0
omit_penalty	RPS12	37.88715533242373	12.337127663905807	11.5	0.0	61.724282996329535	25	False	33.0	25-51	0.0
omit_penalty	TGFBR1	36.916774402522904	6.688833916422389	18.0	0.0	61.60560831894529	26	False	69.0	26-97	0.0
omit_penalty	RPL13	37.65958605429243	12.127447864391174	11.542132103434056	0.0	61.32916602211766	27	False	34.0	27-58	0.0
omit_penalty	RPL13A	37.7420342590863	12.023355649844657	11.54878454081838	0.0	61.31417444974934	28	False	35.0	28-59	0.0
